Unnamed: 0,L4_tcp,L4_udp,L7_http,L7_https,port_class_src,port_class_dst,pck_size,ip_dst_new,ethernet_frame_size ,ttl,total_length,protocol ,source_port,dest_port,DNS_count,NTP_count,ARP_count,cnt,L3_ip_dst_count,most_freq_d_ip,most_freq_prot,most_freq_sport,most_freq_dport,sum_et,min_et,max_et,med_et,average_et,skew_et,kurt_et,var,q3,q1,iqr,sum_e,min_e,max_e,med,average,skew_e,kurt_e,var_e,q3_e,q1_e,iqr_e,epoch_timestamp,inter_arrival_time,time_since_previously_displayed_frame
0,1,0,0,1,1,3,184,3232270750,218,228,204,6,443,55236,0,0,0,0,3,315379628,6,55236,443,4010,42,790,66.0,200.5,1.3869369709826742,0.7885496526912759,46166.55,335.0,60.0,275.0,4152,32,756,123.5,230.66666666666663,0.8309058086331806,-0.4771541985497656,49567.0,333.25,32.0,301.25,1634145931.3632,0.0,0.0
1,1,0,0,1,3,1,32,315379628,66,64,52,6,55236,443,0,0,0,0,3,315379628,6,55236,443,66,66,66,66.0,66.0,0.0,-3.0,0.0,66.0,66.0,0.0,4184,32,756,63.0,220.21052631578948,0.906476874053744,-0.3546752330433369,48926.16620498616,322.5,32.0,290.5,1634145931.366646,0.0034461021423339,0.0034461021423339
2,1,0,0,1,3,1,311,315379628,345,64,331,6,55236,443,0,0,0,0,3,315379628,6,55236,443,411,66,345,205.5,205.5,0.0,-2.0,19460.25,275.25,135.75,139.5,4495,32,756,123.5,224.75,0.8591717972236808,-0.3349249006781836,46871.3875,319.25,32.0,287.25,1634145931.77901,0.4123640060424804,0.4158101081848143
3,1,0,0,1,1,3,601,3232270750,635,228,621,6,443,55236,0,0,0,0,3,315379628,6,55236,443,1046,66,635,345.0,348.6666666666667,0.0236715591206442,-1.5,53966.88888888888,490.0,205.5,284.5,601,601,601,601.0,601.0,0.0,-3.0,0.0,601.0,601.0,0.0,1634145931.823737,0.0447268486022949,0.4605369567871092
4,1,0,0,1,3,1,32,315379628,66,64,52,6,55236,443,0,0,0,0,3,315379628,6,55236,443,1112,66,635,205.5,278.0,0.5119581245241949,-1.3495504192069996,55456.5,417.5,66.0,351.5,633,32,601,316.5,316.5,0.0,-2.0,80940.25,458.75,174.25,284.5,1634145931.826331,0.002593994140625,0.4631309509277342
5,1,0,0,1,1,3,183,3232270750,217,228,203,6,443,55236,0,0,0,0,3,315379628,6,55236,443,1329,66,635,217.0,265.8,0.7290935140227447,-0.8419193456068026,44960.560000000005,345.0,66.0,279.0,816,32,601,183.0,272.0,0.5041349635970828,-1.4999999999999998,57920.66666666666,392.0,107.5,284.5,1634145933.992547,2.1662161350250244,2.629347085952759
6,1,0,0,1,3,1,32,315379628,66,64,52,6,55236,443,0,0,0,0,3,315379628,6,55236,443,1395,66,635,141.5,232.5,0.986149865423862,-0.4133432189986963,43011.583333333336,313.0,66.0,247.0,848,32,601,107.5,212.0,0.9336214260358088,-0.8757646348351753,54240.5,287.5,32.0,255.5,1634145933.994174,0.001626968383789,2.630974054336548
7,1,0,0,1,3,1,310,315379628,344,64,330,6,55236,443,0,0,0,0,3,315379628,6,55236,443,1739,66,635,217.0,248.42857142857144,0.7843390007656221,-0.4965967356715,38389.387755102034,344.5,66.0,278.5,1158,32,601,183.0,231.6,0.7323013276630884,-0.8363249447068726,44929.03999999999,310.0,32.0,278.0,1634145934.404884,0.4107100963592529,3.041684150695801
8,1,0,0,1,1,3,600,3232270750,634,228,620,6,443,55236,0,0,0,0,3,315379628,6,55236,443,2373,66,635,280.5,296.625,0.4498843420712217,-1.2595061004680104,49850.984375,417.25,66.0,351.25,1758,32,601,246.5,293.0,0.2654034972042128,-1.5635533123927694,56290.66666666666,527.5,69.75,457.75,1634145934.44804,0.0431559085845947,3.0848400592803955
9,1,0,0,1,3,1,32,315379628,66,64,52,6,55236,443,0,0,0,0,3,315379628,6,55236,443,2439,66,635,217.0,271.0,0.6266741655303963,-1.0981919896431784,49565.11111111111,345.0,66.0,279.0,1790,32,601,183.0,255.7142857142857,0.5110714484465357,-1.4023559757510866,56590.489795918365,455.0,32.0,423.0,1634145934.44967,0.0016300678253173,3.086470127105713
