Unnamed: 0,L4_tcp,L4_udp,L7_http,L7_https,port_class_src,port_class_dst,pck_size,ip_dst_new,ethernet_frame_size ,ttl,total_length,protocol ,source_port,dest_port,DNS_count,NTP_count,ARP_count,cnt,L3_ip_dst_count,most_freq_d_ip,most_freq_prot,most_freq_sport,most_freq_dport,sum_et,min_et,max_et,med_et,average_et,skew_et,kurt_et,var,q3,q1,iqr,sum_e,min_e,max_e,med,average,skew_e,kurt_e,var_e,q3_e,q1_e,iqr_e,epoch_timestamp,inter_arrival_time,time_since_previously_displayed_frame
0,1,0,0,1,1,2,326,3232270643,360,223,346,6,443,41427,0,0,0,2,35,3232270643,6,443,443,1094,54,360,54.0,99.45454545454544,2.0910964217955508,2.990377804527708,8475.702479338843,79.0,54.0,25.0,700,20,326,20.0,70.0,1.9367101299413891,2.333329156252973,9096.0,51.5,20.0,31.5,1633608417.170739,0.0,0.0
1,1,0,0,1,2,1,20,880264279,54,64,40,6,41427,443,0,0,0,2,35,3232270643,6,443,443,1148,54,360,54.0,95.66666666666669,2.235798110676178,3.6526050602619424,7927.222222222222,72.5,54.0,18.5,720,20,326,20.0,65.45454545454545,2.0910964217955503,2.990377804527709,8475.702479338843,45.0,20.0,25.0,1633608417.204448,0.0337090492248535,0.0337090492248535
2,1,0,0,1,2,1,302,880264279,336,64,322,6,41427,443,0,0,0,2,35,3232270643,6,443,443,1484,54,360,54.0,114.15384615384616,1.54471075485875,0.678382894061051,11418.745562130178,92.0,54.0,38.0,1022,20,326,20.0,85.16666666666667,1.421495305007495,0.3023546657177238,12043.638888888889,84.5,20.0,64.5,1633608417.244636,0.0401880741119384,0.07389712333679191
3,1,0,0,1,2,1,1480,880264279,1514,64,1500,6,41427,443,0,0,0,2,35,3232270643,6,443,443,2998,54,1514,54.0,214.14285714285717,2.931700376874726,7.343079029991275,140574.55102040814,171.5,54.0,117.5,2502,20,1480,20.0,192.46153846153845,2.795376438063956,6.5147381387074095,149263.47928994082,164.0,20.0,144.0,1633608417.245348,0.0007119178771972,0.0746090412139891
4,1,0,0,1,2,1,1480,880264279,1514,64,1500,6,41427,443,0,0,0,2,35,3232270643,6,443,443,4512,54,1514,54.0,300.8,1.9891938857101363,2.212905632049404,236335.36,267.0,54.0,213.0,3982,20,1480,26.0,284.42857142857144,1.878600717200302,1.7720861130385188,248554.9591836734,267.5,20.0,247.5,1633608417.247498,0.0021500587463378,0.0767590999603269
5,1,0,0,1,2,1,1480,880264279,1514,64,1500,6,41427,443,0,0,0,2,35,3232270643,6,443,443,6026,54,1514,60.0,376.625,1.4956211770050116,0.3801051150682815,307805.859375,342.0,54.0,288.0,5462,20,1480,32.0,364.1333333333333,1.3968742569686323,0.0889015876482113,320924.51555555564,314.0,20.0,294.0,1633608417.247498,0.0,0.0767590999603269
6,1,0,0,1,2,1,1480,880264279,1514,64,1500,6,41427,443,0,0,0,2,35,3232270643,6,443,443,7540,54,1514,66.0,443.52941176470586,1.1700156614670103,-0.5326360304459574,361318.83737024217,360.0,54.0,306.0,6942,20,1480,45.0,433.875,1.077925208543906,-0.7424005078064222,373825.234375,614.5,20.0,594.5,1633608417.247498,0.0,0.0767590999603269
7,1,0,0,1,2,1,1480,880264279,1514,64,1500,6,41427,443,0,0,0,2,35,3232270643,6,443,443,9054,54,1514,79.0,503.0,0.929373731639208,-1.06065306452011,401370.3333333333,1225.5,54.0,1171.5,8422,20,1480,58.0,495.4117647058824,0.841401883784151,-1.217792205097654,412423.8892733564,1480.0,20.0,1460.0,1633608417.248425,0.0009269714355468,0.0776860713958737
8,1,0,0,1,2,1,1480,880264279,1514,64,1500,6,41427,443,0,0,0,2,35,3232270643,6,443,443,10568,54,1514,92.0,556.2105263157895,0.7391144406632845,-1.3914952918006662,431210.0609418282,1514.0,54.0,1460.0,9902,20,1480,111.0,550.1111111111111,0.6538204001985758,-1.5108636938354985,440375.7654320987,1480.0,20.0,1460.0,1633608417.248425,0.0,0.0776860713958737
9,1,0,0,1,2,1,1480,880264279,1514,64,1500,6,41427,443,0,0,0,2,35,3232270643,6,443,443,12082,54,1514,145.0,604.1,0.5818446243854539,-1.6078604774576664,453224.19,1514.0,54.0,1460.0,11382,20,1480,164.0,599.0526315789474,0.498329293121196,-1.698115144590992,460312.99722991686,1480.0,20.0,1460.0,1633608417.248425,0.0,0.0776860713958737
10,1,0,0,1,2,1,1034,880264279,1068,64,1054,6,41427,443,0,0,0,2,35,3232270643,6,443,443,1068,1068,1068,1068.0,1068.0,0.0,-3.0,0.0,1068.0,1068.0,0.0,12416,20,1480,233.0,620.8,0.4120148072555329,-1.7352517318459322,446283.36,1480.0,20.0,1460.0,1633608417.270037,0.0216119289398193,0.099298000335693
11,1,0,0,1,1,2,20,3232270643,54,223,40,6,443,41427,0,0,0,2,35,3232270643,6,443,443,1122,54,1068,561.0,561.0,0.0,-2.0,257049.0,814.5,307.5,507.0,20,20,20,20.0,20.0,0.0,-3.0,0.0,20.0,20.0,0.0,1633608417.273395,0.0033581256866455,0.10265612602233849
12,1,0,0,1,1,2,20,3232270643,54,223,40,6,443,41427,0,0,0,2,35,3232270643,6,443,443,1176,54,1068,54.0,392.0,0.7071067811865476,-1.5,228488.0,561.0,54.0,507.0,40,20,20,20.0,20.0,0.0,-3.0,0.0,20.0,20.0,0.0,1633608417.274462,0.0010669231414794,0.10372304916381789
13,1,0,0,1,1,2,20,3232270643,54,223,40,6,443,41427,0,0,0,2,35,3232270643,6,443,443,1230,54,1068,54.0,307.5,1.1547005383792517,-0.6666666666666665,192786.75,307.5,54.0,253.5,60,20,20,20.0,20.0,0.0,-3.0,0.0,20.0,20.0,0.0,1633608417.27662,0.0021579265594482,0.10588097572326609
14,1,0,0,1,1,2,20,3232270643,54,223,40,6,443,41427,0,0,0,2,35,3232270643,6,443,443,1284,54,1068,54.0,256.8,1.5000000000000002,0.2500000000000013,164511.36,54.0,54.0,0.0,80,20,20,20.0,20.0,0.0,-3.0,0.0,20.0,20.0,0.0,1633608417.276674,5.412101745605469e-05,0.10593509674072214
15,1,0,0,1,1,2,20,3232270643,54,223,40,6,443,41427,0,0,0,2,35,3232270643,6,443,443,1338,54,1068,54.0,223.0,1.788854381999832,1.2000000000000002,142805.0,54.0,54.0,0.0,100,20,20,20.0,20.0,0.0,-3.0,0.0,20.0,20.0,0.0,1633608417.276707,3.2901763916015625e-05,0.10596799850463816
16,1,0,0,1,1,2,20,3232270643,54,223,40,6,443,41427,0,0,0,2,35,3232270643,6,443,443,1392,54,1068,54.0,198.8571428571429,2.041241452319315,2.1666666666666696,125901.55102040814,54.0,54.0,0.0,120,20,20,20.0,20.0,0.0,-3.0,0.0,20.0,20.0,0.0,1633608417.277586,0.0008790493011474,0.10684704780578556
17,1,0,0,1,1,2,20,3232270643,54,223,40,6,443,41427,0,0,0,2,35,3232270643,6,443,443,1446,54,1068,54.0,180.75,2.2677868380553634,3.1428571428571432,112458.9375,54.0,54.0,0.0,140,20,20,20.0,20.0,0.0,-3.0,0.0,20.0,20.0,0.0,1633608417.277642,5.602836608886719e-05,0.10690307617187443
18,1,0,0,1,1,2,20,3232270643,54,223,40,6,443,41427,0,0,0,2,35,3232270643,6,443,443,1500,54,1068,54.0,166.66666666666666,2.474873734152917,4.125000000000002,101550.22222222222,54.0,54.0,0.0,160,20,20,20.0,20.0,0.0,-3.0,0.0,20.0,20.0,0.0,1633608417.277674,3.1948089599609375e-05,0.10693502426147404
19,1,0,0,1,1,2,62,3232270643,96,223,82,6,443,41427,0,0,0,2,35,3232270643,6,443,443,1596,54,1068,54.0,159.6,2.658318908151043,5.084353805955978,91844.63999999998,54.0,54.0,0.0,222,20,62,20.0,24.666666666666668,2.4748737341529163,4.124999999999997,174.2222222222222,20.0,20.0,0.0,1633608417.277952,0.0002779960632324,0.10721302032470643
20,1,0,0,1,2,1,20,880264279,54,64,40,6,41427,443,0,0,0,2,35,3232270643,6,443,443,1650,54,1068,54.0,150.0,2.8373313185599143,6.069710326614306,84416.72727272728,54.0,54.0,0.0,242,20,62,20.0,24.2,2.666666666666667,5.111111111111111,158.75999999999996,20.0,20.0,0.0,1633608417.279853,0.0019011497497558,0.10911417007446224
21,1,0,0,1,1,2,20,3232270643,54,223,40,6,443,41427,0,0,0,2,35,3232270643,6,443,443,1704,54,1068,54.0,142.0,3.006040424725683,7.057106852089103,78086.0,54.0,54.0,0.0,262,20,62,20.0,23.818181818181817,2.846049894151542,6.100000000000003,145.78512396694217,20.0,20.0,0.0,1633608417.341993,0.0621399879455566,0.17125415802001884
22,1,0,0,1,1,2,166,3232270643,200,223,186,6,443,41427,0,0,0,2,35,3232270643,6,443,443,1904,54,1068,54.0,146.46153846153845,3.0642930514096425,7.618506958478173,72318.24852071007,54.0,54.0,0.0,428,20,166,20.0,35.666666666666664,2.659875508115974,5.573176625993245,1677.888888888889,20.0,20.0,0.0,1633608417.359801,0.0178079605102539,0.18906211853027274
23,1,0,0,1,1,2,58,3232270643,92,223,78,6,443,41427,0,0,0,2,35,3232270643,6,443,443,1996,54,1068,54.0,142.57142857142858,3.210356813579631,8.559887755222354,67349.38775510204,82.5,54.0,28.5,486,20,166,20.0,37.38461538461539,2.5601942585238997,5.431426750922308,1584.2366863905324,20.0,20.0,0.0,1633608417.359856,5.4836273193359375e-05,0.1891169548034661
24,1,0,0,1,2,1,20,880264279,54,64,40,6,41427,443,0,0,0,2,35,3232270643,6,443,443,2050,54,1068,54.0,136.66666666666666,3.3521895508962265,9.5077501401975,63347.55555555555,73.0,54.0,19.0,506,20,166,20.0,36.142857142857146,2.693432381956525,6.180693059755068,1491.122448979592,20.0,20.0,0.0,1633608417.368746,0.008890151977539,0.1980071067810051
25,1,0,0,1,2,1,20,880264279,54,64,40,6,41427,443,0,0,0,2,35,3232270643,6,443,443,2104,54,1068,54.0,131.5,3.488389467415184,10.456473003840646,59788.75,63.5,54.0,9.5,526,20,166,20.0,35.06666666666667,2.8207032119480187,6.932148904230331,1407.9288888888889,20.0,20.0,0.0,1633608417.371324,0.0025780200958251,0.20058512687683022
26,1,0,0,1,2,1,302,880264279,336,64,322,6,41427,443,0,0,0,2,35,3232270643,6,443,443,2440,54,1068,54.0,143.52941176470588,3.2709755421585505,9.554679113475936,58587.07266435988,92.0,54.0,38.0,828,20,302,20.0,51.75,2.574781332822849,5.495979693878249,5494.9375,29.5,20.0,9.5,1633608417.783504,0.412179946899414,0.6127650737762442
27,1,0,0,1,2,1,1480,880264279,1514,64,1500,6,41427,443,0,0,0,2,35,3232270643,6,443,443,3954,54,1514,54.0,219.66666666666663,2.505170614074693,4.822913932862956,153879.22222222222,95.0,54.0,41.0,2308,20,1480,20.0,135.76470588235293,3.498612254527164,10.781490433788198,118107.23875432526,58.0,20.0,38.0,1633608417.787589,0.0040850639343261,0.6168501377105703
28,1,0,0,1,2,1,1480,880264279,1514,64,1500,6,41427,443,0,0,0,2,35,3232270643,6,443,443,5468,54,1514,54.0,287.7894736842105,1.9142619158173864,1.9352759730382072,229313.21883656515,148.0,54.0,94.0,3788,20,1480,20.0,210.44444444444449,2.3726647217836825,3.800488046373605,206355.80246913584,61.0,20.0,41.0,1633608417.787589,0.0,0.6168501377105703
29,1,0,0,1,2,1,1480,880264279,1514,64,1500,6,41427,443,0,0,0,2,35,3232270643,6,443,443,6982,54,1514,54.0,349.1,1.5326338235977603,0.5203323359476002,289268.19000000006,234.0,54.0,180.0,5268,20,1480,20.0,277.2631578947368,1.8138636580713816,1.3813634181167682,275860.29916897503,114.0,20.0,94.0,1633608417.787589,0.0,0.6168501377105703
30,1,0,0,1,2,1,1480,880264279,1514,64,1500,6,41427,443,0,0,0,2,35,3232270643,6,443,443,1514,1514,1514,1514.0,1514.0,0.0,-3.0,0.0,1514.0,1514.0,0.0,6748,20,1480,20.0,337.4,1.454806516260476,0.1769746530427971,330779.64,200.0,20.0,180.0,1633608417.787589,0.0,0.6168501377105703
