Unnamed: 0,L4_tcp,L4_udp,L7_http,L7_https,port_class_src,port_class_dst,pck_size,ip_dst_new,ethernet_frame_size ,ttl,total_length,protocol ,source_port,dest_port,DNS_count,NTP_count,ARP_count,cnt,L3_ip_dst_count,most_freq_d_ip,most_freq_prot,most_freq_sport,most_freq_dport,sum_et,min_et,max_et,med_et,average_et,skew_et,kurt_et,var,q3,q1,iqr,sum_e,min_e,max_e,med,average,skew_e,kurt_e,var_e,q3_e,q1_e,iqr_e,epoch_timestamp,inter_arrival_time,time_since_previously_displayed_frame
0,1,0,0,1,2,1,302,880264544,336,64,322,6,35786,443,0,0,0,0,8,880264544,6,35786,443,644,54,336,100.0,128.8,1.359651069451255,0.064646012587513,11156.16,100.0,54.0,46.0,474,20,302,66.0,94.8,1.359651069451255,0.064646012587513,11156.16,66.0,20.0,46.0,1633610654.413021,0.0,0.0
1,1,0,0,1,2,1,156,880264544,190,64,176,6,35786,443,0,0,0,0,8,880264544,6,35786,443,834,54,336,100.0,139.0,1.1019661569561443,-0.1950588091710572,9817.0,167.5,65.5,102.0,630,20,302,66.0,105.0,1.1019661569561443,-0.1950588091710572,9817.0,133.5,31.5,102.0,1633610654.417198,0.0041768550872802,0.0041768550872802
2,1,0,0,1,2,1,1480,880264544,1514,64,1500,6,35786,443,0,0,0,0,8,880264544,6,35786,443,2348,54,1514,100.0,335.42857142857144,1.900424689794848,1.8359337135617269,239919.6734693877,263.0,77.0,186.0,2110,20,1480,66.0,301.42857142857144,1.900424689794848,1.8359337135617269,239919.6734693877,229.0,43.0,186.0,1633610654.421604,0.0044059753417968,0.008582830429077
3,1,0,0,1,2,1,1480,880264544,1514,64,1500,6,35786,443,0,0,0,0,8,880264544,6,35786,443,3862,54,1514,145.0,482.75,1.08844903624659,-0.7276813383352936,361854.9375,630.5,88.5,542.0,3590,20,1480,111.0,448.75,1.08844903624659,-0.7276813383352936,361854.9375,596.5,54.5,542.0,1633610654.422229,0.0006251335144042,0.009207963943481199
4,1,0,0,1,2,1,1480,880264544,1514,64,1500,6,35786,443,0,0,0,0,8,880264544,6,35786,443,5376,54,1514,190.0,597.3333333333334,0.6611769772376619,-1.5065587612232103,426683.5555555556,1514.0,100.0,1414.0,5070,20,1480,156.0,563.3333333333334,0.6611769772376619,-1.5065587612232103,426683.5555555556,1480.0,66.0,1414.0,1633610654.422229,0.0,0.009207963943481199
5,1,0,0,1,2,1,1480,880264544,1514,64,1500,6,35786,443,0,0,0,0,8,880264544,6,35786,443,6890,54,1514,263.0,689.0,0.3713018576989547,-1.818369810770544,459640.2,1514.0,100.0,1414.0,6550,20,1480,229.0,655.0,0.3713018576989547,-1.818369810770544,459640.2,1480.0,66.0,1414.0,1633610654.422229,0.0,0.009207963943481199
6,1,0,0,1,2,1,1480,880264544,1514,64,1500,6,35786,443,0,0,0,0,8,880264544,6,35786,443,8404,54,1514,336.0,764.0,0.1505249761893394,-1.9398890453837552,474104.7272727273,1514.0,100.0,1414.0,8030,20,1480,302.0,730.0,0.1505249761893394,-1.9398890453837552,474104.7272727273,1480.0,66.0,1414.0,1633610654.423198,0.0009689331054687,0.010176897048949899
7,1,0,0,1,2,1,1480,880264544,1514,64,1500,6,35786,443,0,0,0,0,8,880264544,6,35786,443,9918,54,1514,925.0,826.5,-0.0290517958337529,-1.965284935698868,477564.75,1514.0,100.0,1414.0,9510,20,1480,891.0,792.5,-0.0290517958337529,-1.965284935698868,477564.75,1480.0,66.0,1414.0,1633610654.423198,0.0,0.010176897048949899
8,1,0,0,1,2,1,1480,880264544,1514,64,1500,6,35786,443,0,0,0,0,8,880264544,6,35786,443,11432,54,1514,1514.0,879.3846153846154,-0.181384714018396,-1.9353909764439927,474390.3905325442,1514.0,100.0,1414.0,10990,20,1480,1480.0,845.3846153846154,-0.181384714018396,-1.9353909764439927,474390.3905325442,1480.0,66.0,1414.0,1633610654.423198,0.0,0.010176897048949899
9,1,0,0,1,2,1,908,880264544,942,64,928,6,35786,443,0,0,0,0,8,880264544,6,35786,443,12374,54,1514,1228.0,883.8571428571429,-0.2082158338142887,-1.8495062910524476,440765.4081632652,1514.0,122.5,1391.5,11898,20,1480,1194.0,849.8571428571429,-0.2082158338142887,-1.8495062910524476,440765.4081632652,1480.0,88.5,1391.5,1633610654.428676,0.0054779052734375,0.015654802322387397
