Unnamed: 0,L4_tcp,L4_udp,L7_http,L7_https,port_class_src,port_class_dst,pck_size,ip_dst_new,ethernet_frame_size ,ttl,total_length,protocol ,source_port,dest_port,DNS_count,NTP_count,ARP_count,cnt,L3_ip_dst_count,most_freq_d_ip,most_freq_prot,most_freq_sport,most_freq_dport,sum_et,min_et,max_et,med_et,average_et,skew_et,kurt_et,var,q3,q1,iqr,sum_e,min_e,max_e,med,average,skew_e,kurt_e,var_e,q3_e,q1_e,iqr_e,epoch_timestamp,inter_arrival_time,time_since_previously_displayed_frame
0,1,0,0,1,3,1,212,921640097,246,64,232,6,59820,443,0,0,0,2,19,3232270643,6,443,443,344,98,246,172.0,172.0,0.0,-2.0,5476.0,209.0,135.0,74.0,276,64,212,138.0,138.0,0.0,-2.0,5476.0,175.0,101.0,74.0,1633629316.903242,0.0,0.0
1,1,0,0,1,2,1,302,875469288,336,64,322,6,41111,443,0,0,0,2,19,3232270643,6,443,443,680,98,336,246.0,226.66666666666663,-0.2879064056982926,-1.4999999999999998,9627.555555555557,291.0,172.0,119.0,578,64,302,212.0,192.66666666666663,-0.2879064056982926,-1.4999999999999998,9627.555555555557,257.0,138.0,119.0,1633629316.929538,0.0262959003448486,0.0262959003448486
2,1,0,0,1,2,1,156,875469288,190,64,176,6,41111,443,0,0,0,2,19,3232270643,6,443,443,870,98,336,218.0,217.5,-0.0155309960991158,-1.198748062223572,7472.75,268.5,167.0,101.5,734,64,302,184.0,183.5,-0.0155309960991158,-1.198748062223572,7472.75,234.5,133.0,101.5,1633629316.931758,0.0022199153900146,0.0285158157348632
3,1,0,0,1,1,3,206,3232270643,240,230,226,6,443,59820,0,0,0,2,19,3232270643,6,443,443,1110,98,336,240.0,222.0,-0.1858110375761657,-0.7839310528862344,6059.2,246.0,190.0,56.0,940,64,302,206.0,188.0,-0.1858110375761657,-0.7839310528862344,6059.2,212.0,156.0,56.0,1633629316.93418,0.0024220943450927,0.030937910079955902
4,1,0,0,1,1,3,56,3232270643,90,230,76,6,443,59820,0,0,0,2,19,3232270643,6,443,443,1200,90,336,215.0,200.0,0.0732162888807565,-1.196234361140721,7469.333333333333,244.5,121.0,123.5,996,56,302,181.0,166.0,0.0732162888807565,-1.196234361140721,7469.333333333333,210.5,87.0,123.5,1633629316.934236,5.602836608886719e-05,0.03099393844604477
5,1,0,0,1,2,1,1480,875469288,1514,64,1500,6,41111,443,0,0,0,2,19,3232270643,6,443,443,2714,90,1514,240.0,387.7142857142857,1.9168444497067532,1.897115437216668,217822.20408163263,291.0,144.0,147.0,2476,56,1480,206.0,353.7142857142857,1.9168444497067532,1.897115437216668,217822.20408163263,257.0,110.0,147.0,1633629316.939833,0.0055968761444091,0.036590814590453866
6,1,0,0,1,2,1,1480,875469288,1514,64,1500,6,41111,443,0,0,0,2,19,3232270643,6,443,443,4228,90,1514,243.0,528.5,1.0963415617957784,-0.7116633825360172,329338.75,630.5,167.0,463.5,3956,56,1480,209.0,494.5,1.0963415617957784,-0.7116633825360172,329338.75,596.5,133.0,463.5,1633629316.940752,0.0009191036224365,0.03750991821289037
7,1,0,0,1,2,1,1480,875469288,1514,64,1500,6,41111,443,0,0,0,2,19,3232270643,6,443,443,5742,90,1514,246.0,638.0,0.666688001209128,-1.5001675407859518,388667.5555555556,1514.0,190.0,1324.0,5436,56,1480,212.0,604.0,0.666688001209128,-1.5001675407859518,388667.5555555556,1480.0,156.0,1324.0,1633629316.940752,0.0,0.03750991821289037
8,1,0,0,1,2,1,1480,875469288,1514,64,1500,6,41111,443,0,0,0,2,19,3232270643,6,443,443,7256,90,1514,291.0,725.6,0.3757509535722807,-1.815821023897257,418864.64,1514.0,202.5,1311.5,6916,56,1480,257.0,691.6,0.3757509535722807,-1.815821023897257,418864.64,1480.0,168.5,1311.5,1633629316.940752,0.0,0.03750991821289037
9,1,0,0,1,2,1,1480,875469288,1514,64,1500,6,41111,443,0,0,0,2,19,3232270643,6,443,443,8770,90,1514,336.0,797.2727272727273,0.1543926906988632,-1.9394008766322883,432155.8347107438,1514.0,215.0,1299.0,8396,56,1480,302.0,763.2727272727273,0.1543926906988632,-1.9394008766322883,432155.8347107438,1480.0,181.0,1299.0,1633629316.941239,0.0004870891571044,0.03799700736999477
